User_id,Cos_id,rating
0,3679,1.4
0,3687,2.9
0,3689,2.8
0,3697,0.8
0,3763,0.6
0,3786,3.6
0,3835,3.8
0,3863,0.6
0,3870,4.2
0,3871,3.3
0,3939,2.1
0,3962,4.9
0,3964,1.3
0,3976,0.1
0,3985,2.6
0,3991,0.4
0,4055,3.7
0,4067,3.4
0,4071,0.6
0,4116,2.5
0,4123,4.1
0,4124,1.8
0,4151,2
0,4243,2.3
0,4267,2.7
0,4274,2.2
0,4285,4.9
0,4291,1.7
0,4301,1.8
0,4316,1.8
0,4353,3
0,4358,0.5
0,4382,1.7
0,4383,2.4
0,4392,1.4
0,4412,1.2
0,4455,3.5
0,4494,1.2
0,4509,2.1
0,4542,4.1
0,4566,2.2
0,4567,3.2
0,4618,0.6
0,4634,4.5
0,4672,2.2
0,4709,4.9
0,4739,4.9
0,4747,4.2
0,4772,3.1
0,4808,2.7
0,4841,4.7
0,4866,0.6
0,4886,0.1
0,4894,0.7
0,4904,0.8
0,4912,4.7
0,4917,2.2
0,4918,1.2
0,4929,4.6
0,4932,0.7
0,4937,3.4
0,4968,2.2
0,4976,2.7
0,4982,1.9
0,4988,3.6
0,4995,2.8
0,5000,3.4
0,5022,3.2
0,5027,1.5
0,5066,2.4
0,5086,3.4
0,5116,3.8
0,5127,0.1
0,5178,0.4
0,5244,3
0,5264,4.2
0,5266,1.4
0,5271,1.9
0,5312,1.5
0,5338,0.4
0,5351,4.8
0,5354,0.6
0,5361,4.4
0,5364,4.4
0,5365,1.6
0,5381,4.6
0,5411,0
0,5444,1.4
0,5472,3.9
0,5488,1.9
0,5555,3.9
0,5566,4
0,5574,0.7
0,5596,0.3
0,5609,4.3
0,5633,3.9
0,5637,2.8
0,5653,3
0,5673,3.4
0,5691,0.2
0,5694,0.9
0,5724,1.4
0,5759,3.9
0,5768,4
0,5785,4
0,5868,1.5
0,5889,1.7
0,5962,3.5
0,5969,5
0,5989,2.6
0,6049,2.5
0,6091,2.2
0,6123,1.9
0,6132,1.6
0,6145,3.8
0,6168,3
0,6187,0.9
0,6199,0.5
0,6207,3.7
0,6210,1.6
0,6217,3.7
0,6232,4.4
0,6237,0.2
0,6240,3.1
0,6252,4.7
0,6260,0.6
0,6342,2.3
0,6365,0.4
0,6427,4.9
0,6451,0.3
0,6454,3.1
0,6460,3.8
0,6475,0.3
0,6528,4.8
0,6531,4.5
0,6536,4.5
0,6566,4.9
0,6581,2.1
0,6605,0.9
0,6613,0.7
0,6620,4.7
0,6648,2
0,6667,4.8
0,6673,2.5
0,6674,2.6
0,6680,0.8
0,6714,2.3
0,6724,3.9
0,6786,4.5
0,6830,1.9
0,6856,1.7
0,6858,0
0,6895,4.1
0,6926,0.7
0,6932,0.7
0,6944,3.8
0,6959,2
0,6969,4
0,6982,0.2
0,6998,2
0,7004,4.5
0,7025,4.9
0,7044,1.6
0,7048,0.6
0,7050,2.3
0,7055,0.3
0,7065,0.1
0,7071,3.4
0,7128,2
0,7131,1
0,7140,1.5
0,7212,2.2
0,7218,4.8
0,7223,3
0,7238,2.2
0,7243,2.2
0,7251,3.6
0,7306,4.7
0,7309,2.4
0,7311,0.5
0,7329,1
0,7379,3.9
0,7387,4.1
0,7393,4.5
0,7447,3.3
0,7468,4.7
0,7476,3.4
0,7514,3.8
0,7517,1.9
0,7526,3
0,7530,3.7
0,7544,1.8
0,7626,2.2
0,7631,4.8
0,7668,0.4
0,7695,4.4
0,7726,2
0,7727,1.8
0,7745,2.4
0,7752,0.2
0,7758,3
0,7775,1.5
0,7777,1.9
0,7778,1.2
0,7781,2
0,7799,4.3
0,7843,4
0,7845,0.7
0,7864,3.6
0,7865,3.8
0,7911,4.2
0,7930,3.2
0,7950,1.9
0,7953,3.5
0,7984,3.5
0,7985,0.5
0,8012,0.3
0,8060,1.6
0,8063,1.5
0,8082,0.6
0,8103,0.9
0,8124,1.9
0,8127,0.1
0,8141,1.9
0,8158,0.9
0,8199,0.6
0,8210,4.8
0,8224,1.7
0,8225,1.4
0,8247,0.8
0,8256,1.1
0,8259,3.4
0,8281,5
0,8287,3.2
0,8315,4.5
0,8318,1.8
0,8339,0.7
0,8342,4.1
0,8353,3.4
0,8354,3.6
0,8371,0.4
0,8383,1.2
0,8388,2.9
0,8437,3.4
0,8446,2.8
0,8454,2.7
0,8455,3.8
0,8487,4.4
0,8501,0.6
0,8531,2.1
0,8541,4
0,8560,2
0,8582,2
0,8601,2.4
0,8604,4.8
0,8625,1
0,8666,4.2
0,8678,1.6
0,8684,4.3
0,8689,3.2
0,8712,2.2
0,8730,3.1
0,8736,1.1
0,8761,1.9
0,8765,4.7
0,8766,3.5
0,8821,0.2
0,8824,4.5
0,8889,2.4
0,8892,3.3
0,8938,1.4
0,8991,3.9
0,9002,2.5
0,9030,0.7
0,9039,2.9
0,9046,2
0,9047,4
0,9069,3.2
0,9132,2.6
0,9136,0.6
0,9152,1.7
0,9153,0.8
0,9160,3
0,9177,3.8
0,9178,1.9
0,9228,3.2
0,9268,4.4
0,9299,3.3
0,9306,1.1
0,9317,1.8
0,9324,1
0,9331,1
0,9376,0.7
0,9378,2.9
0,9384,0.1
0,9386,3.9
0,9412,2.8
0,9439,3
0,9518,0.1
0,9536,2.4
0,9566,0.8
0,9568,2.6
0,9571,1.7
0,9585,3.1
0,9599,3.8
0,9600,0.6
0,9604,4.3
0,9614,1.1
0,9632,4.9
0,9668,0.5
0,9669,3.7
0,9690,0.8
0,9701,3.9
0,9703,1.4
0,9754,1.1
0,9764,1.9
0,9791,3.1
0,9798,2.9
0,9841,4.1
0,9889,3.5
0,9914,4.8
0,9930,0.5
0,9938,4.3
0,9946,4.3
0,10032,1.9
0,10034,4.7
0,10047,2.5
0,10088,2.9
0,10119,4.8
0,10134,0.5
0,10148,4
0,10204,4.6
0,10223,4.4
0,10235,0.4
0,10276,2
0,10282,3.4
0,10299,2
0,10305,1.2
0,10312,1.7
0,10347,4
0,10351,3.5
0,10370,0.8
0,10388,3.9
0,10397,4.1
0,10419,5
0,10426,3.1
0,10462,0.6
0,10482,0.5
0,10530,0.7
0,10536,2.2
0,10549,1.1
0,10572,5
0,10604,1
0,10669,4.4
0,10728,0.7
0,10787,2.2
0,10814,4.7
0,10835,3.3
0,10858,0.4
0,10865,3.8
1,24,2.9
1,33,4.1
1,53,0.4
1,56,4.1
1,125,0.8
1,128,3.8
1,142,0.6
1,153,4.8
1,188,3
1,191,1.2
1,220,2.9
1,224,4.8
1,255,0
1,281,4.4
1,363,4.8
1,368,3.1
1,409,4.8
1,426,3.8
1,479,1.6
1,491,4.4
1,501,0.8
1,502,0.8
1,513,2.9
1,520,4.4
1,523,2.1
1,536,2.5
1,552,0.5
1,589,4.6
1,610,2.9
1,706,4.8
1,723,4.8
1,746,0.1
1,760,4.5
1,771,3.8
1,776,3.5
1,809,1.3
1,849,2.6
1,851,1
1,887,4.8
1,922,0.4
1,936,0.1
1,944,1
1,957,1.7
1,974,0.7
1,990,0.2
1,992,0.9
1,1002,1.2
1,1003,4.6
1,1021,1.7
1,1023,0.8
1,1033,2.9
1,1046,3.8
1,1076,4.4
1,1091,0.1
1,1092,2.5
1,1098,0.6
1,1127,1.7
1,1161,0.7
1,1199,3.6
1,1265,4.7
1,1268,0.5
1,1281,3.5
1,1293,3.5
1,1312,1.5
1,1322,2.7
1,1326,2.4
1,1329,0
1,1347,3.1
1,1355,4.6
1,1372,0.8
1,1376,3.3
1,1418,0.4
1,1448,0.6
1,1452,3.2
1,1458,2.6
1,1509,1.8
1,1569,4.2
1,1587,4.5
1,1641,0.8
1,1643,1.7
1,1684,2.2
1,1695,1.7
1,1728,3.3
1,1807,2.6
1,1815,3.5
1,1818,2.7
1,1837,2.5
1,1843,0.9
1,1858,4
1,1885,0.9
1,1919,0.1
1,1921,3.2
1,1982,2.6
1,2026,1.6
1,2027,1
1,2029,3
1,2036,3
1,2039,4.7
1,2048,3
1,2065,2.5
1,2136,4.2
1,2156,0.7
1,2164,0.3
1,2229,0
1,2241,0.6
1,2254,4.8
1,2274,4.9
1,2301,3.7
1,2303,0.4
1,2342,2.1
1,2378,2.6
1,2396,4.9
1,2411,1.8
1,2422,4.5
1,2456,0.3
1,2476,1.3
1,2504,0.7
1,2510,2.9
1,2511,2.1
1,2514,4.6
1,2522,4.4
1,2526,3.9
1,2532,1.4
1,2537,4.8
1,2562,1
1,2565,3.8
1,2570,3.1
1,2573,2.2
1,2578,0.8
1,2596,2.1
1,2598,1.1
1,2624,3.9
1,2685,4.5
1,2712,3
1,2722,4.2
1,2725,0.3
1,2757,2.1
1,2763,3.8
1,2783,3
1,2785,3.2
1,2805,2.7
1,2838,4.7
1,2840,0.2
1,2841,3.1
1,2842,3.4
1,2852,1
1,2870,0.8
1,2872,0.5
1,2881,0.3
1,2883,4.7
1,2906,0.4
1,2908,2.8
1,2932,4.5
1,2954,2.8
1,2974,4.5
1,2987,3.3
1,2998,2.1
1,3007,2.8
1,3049,3.5
1,3077,3.1
1,3128,3.5
1,3145,0.5
1,3181,1.7
1,3248,2.8
1,3264,0
1,3267,3.1
1,3279,2
1,3303,3
1,3315,0.3
1,3325,1.8
1,3370,3
1,3391,2
1,3393,5
1,3408,2.3
1,3435,3.8
1,3441,0.2
1,3445,1.8
1,3453,0.6
1,3469,4.9
1,3475,1
1,3491,4.6
1,3511,2.3
1,3519,0.1
1,3616,0.5
1,3644,3.8
1,3706,1.3
1,3709,4.5
1,3714,3.6
1,3753,4
1,3778,2.8
1,3809,3.6
1,3810,0.6
1,3878,3.3
1,3928,3.1
1,3936,3.2
1,3945,4.3
1,3987,2.7
1,4039,1.9
1,4047,3.1
1,4093,3.3
1,4114,3.4
1,4122,4.3
1,4137,4
1,4160,3
1,4166,0.4
1,4169,1.6
1,4248,0.7
1,4255,4.6
1,4265,1
1,4273,4.1
1,4302,2.6
1,4314,4.4
1,4338,0.6
1,4344,4.7
1,4351,0.2
1,4357,2.4
1,4369,3.7
1,4375,1.4
1,4381,0.3
1,4412,3.4
1,4434,2.6
1,4437,1.3
1,4477,0.4
1,4485,0.7
1,4508,2.6
1,4519,3.6
1,4552,0
1,4578,2.8
1,4580,2.4
1,4581,2.3
1,4600,2.1
1,4608,3
1,4610,3.6
1,4634,1.8
1,4654,5
1,4692,4.4
1,4721,2.1
1,4743,1.3
1,4782,3.7
1,4797,0.7
1,4827,2.3
1,4830,3.3
1,4835,4.2
1,4841,1.3
1,4851,3.4
1,4869,5
1,4902,0.5
1,4913,5
1,4929,3
1,4940,0.6
1,4941,2.6
1,4947,2.5
1,4963,3.6
1,4974,4.5
1,4976,4.6
1,5081,3.4
1,5086,1.2
1,5093,4.2
1,5126,2.1
1,5134,0.5
1,5165,4.6
1,5167,0.4
1,5169,2.4
1,5170,1.2
1,5183,0.7
1,5189,1.3
1,5194,4.3
1,5204,2.5
1,5215,4.2
1,5258,0.4
1,5265,3.6
1,5275,4
1,5282,4.7
1,5291,3.7
1,5294,1.9
1,5347,3.5
1,5426,4.9
1,5432,0.6
1,5444,4.7
1,5445,2.3
1,5452,0.1
1,5468,2.9
1,5504,0.6
1,5515,1.3
1,5555,2.9
1,5568,0
1,5574,1.4
1,5578,2.5
1,5612,0.7
1,5647,2.1
1,5653,0.7
1,5673,4
1,5675,3.5
1,5677,1.9
1,5683,2.2
1,5686,1.2
1,5696,3.3
1,5702,2.3
1,5739,3.8
1,5748,4.9
1,5822,3.5
1,5832,1.9
1,5862,3.1
1,5911,4.7
1,5961,3.8
1,5962,4.9
1,6007,3.7
1,6024,1.6
1,6066,3.8
1,6085,4.3
1,6103,2.2
1,6109,3.2
1,6142,0.1
1,6144,2.9
1,6146,4.1
1,6154,4.1
1,6165,0.8
1,6171,3
1,6232,2.7
1,6233,3.1
1,6254,4.3
1,6267,1.7
1,6332,4.7
1,6342,4.5
1,6355,4.3
1,6398,4.6
1,6453,0.9
1,6455,0.6
1,6499,0.1
1,6550,1.1
1,6570,1.6
1,6578,4.6
1,6583,2.1
1,6598,1
1,6608,3
1,6639,0.8
1,6640,0.4
1,6678,4.6
1,6706,2.2
1,6718,3.8
1,6737,2.1
1,6745,2.4
1,6747,1.1
1,6775,4.1
1,6798,0.3
1,6823,3.6
1,6828,3.9
1,6868,4.6
1,6888,0.9
1,6891,2.2
1,6937,1.3
1,6952,2.4
1,6975,4.1
1,6978,0.2
1,7031,2.2
1,7039,4.7
1,7066,1.1
1,7082,1.6
1,7090,2.9
1,7091,1.5
1,7105,1
1,7108,3.2
1,7146,2
1,7149,2.7
1,7150,1.6
1,7166,2.2
1,7173,3.4
1,7196,0.7
1,7203,2.3
1,7276,3.3
1,7297,0
1,7312,0.2
1,7318,2.8
1,7337,3.4
1,7342,0.6
1,7379,1.9
1,7389,3.1
1,7390,0.2
1,7405,0.2
1,7448,4.1
1,7453,4.6
1,7458,2.4
1,7475,1.5
1,7485,3.4
1,7525,0.3
1,7532,4.5
1,7568,3.1
1,7575,3.4
1,7603,1.9
1,7616,3.8
1,7631,4.5
1,7645,3.2
1,7739,0.1
1,7783,1.1
1,7810,0.6
1,7835,0.6
1,7855,4.2
1,7869,1.9
1,7898,1.1
1,7957,3.5
1,7969,4.6
1,7979,1.4
1,7997,2.1
1,8021,3.9
1,8023,4.7
1,8047,0.3
1,8066,0.7
1,8076,0.5
1,8079,3.3
1,8084,0.2
1,8092,1.9
1,8099,3.9
1,8120,0.4
1,8124,1.4
1,8165,3.1
1,8173,2.5
1,8197,2.1
1,8215,2.2
1,8242,0.3
1,8265,4.8
1,8278,3.9
1,8279,4.9
1,8311,3.8
1,8320,1.1
1,8331,4.6
1,8348,3.8
1,8351,1
1,8414,1.9
1,8430,4
1,8434,2.1
1,8448,1.8
1,8505,1.7
1,8542,2.6
1,8546,3.2
1,8563,1.7
1,8576,1.3
1,8648,3.5
1,8655,0.3
1,8667,4.8
1,8680,0.8
1,8745,3.1
1,8818,0.8
1,8828,3.8
1,8834,3.8
1,8889,4.4
1,8898,0.4
1,8935,4.5
1,8938,3.9
1,8950,3.3
1,8967,1.8
1,8971,3.3
1,9053,0.4
1,9135,4
1,9153,2.4
1,9156,3.1
1,9190,0.4
1,9191,3.5
1,9195,1.2
1,9211,0
1,9229,1.5
1,9232,2.5
1,9260,2.1
1,9266,4.6
1,9272,2
1,9276,4.6
1,9284,1.7
1,9383,4.5
1,9386,3.2
1,9408,4.8
1,9409,3.4
1,9419,1.9
1,9425,4.5
1,9498,4
1,9565,1.6
1,9584,3.7
1,9598,2
1,9608,1.6
1,9615,0.4
1,9628,2.4
1,9655,4.8
1,9662,2.3
1,9693,3.6
1,9714,1.5
1,9718,2.7
1,9779,0.3
1,9850,2.7
1,9877,1.2
1,9881,3
1,9905,3.1
1,9935,4.4
1,9943,3.7
1,10002,1.3
1,10005,4
1,10011,0.5
1,10067,4.8
1,10070,2.4
1,10107,4.7
1,10178,0.8
1,10223,1.4
1,10263,3.2
1,10286,3.8
1,10289,4.5
1,10314,3.7
1,10316,2.8
1,10368,0.9
1,10413,0.2
1,10438,3.7
1,10456,4.1
1,10462,2.7
1,10474,2.6
1,10491,0.7
1,10499,4.7
1,10586,4.5
1,10587,4.1
1,10643,0.9
1,10653,2.9
1,10691,3.7
1,10745,2.3
1,10773,4.3
1,10774,4.8
1,10792,3.8
1,10801,2.2
1,10808,1.6
1,10809,1.7
1,10820,0.4
1,10829,4.3
1,10877,0.3
1,10881,4.5
2,16,4.8
2,25,2.5
2,26,1
2,29,4
2,32,0.1
2,63,3.5
2,73,3.9
2,93,4.5
2,145,4
2,176,2.2
2,198,1.3
2,199,2.8
2,200,0.2
2,205,0.8
2,208,1
2,211,4.2
2,212,3.7
2,231,0.1
2,259,0.4
2,316,4.9
2,317,1.8
2,320,2.2
2,343,4.2
2,359,1.1
2,414,4.2
2,418,0.1
2,419,4
2,425,1.7
2,438,1.7
2,470,4.5
2,481,3.9
2,663,2.7
2,677,2.4
2,681,1.2
2,685,0.7
2,694,4.3
2,696,1.2
2,704,3.3
2,711,0.5
2,712,0.8
2,749,4.4
2,750,2.7
2,759,4.7
2,820,2.5
2,823,3
2,845,4.8
2,882,1.4
2,928,0.9
2,932,0.8
2,948,2.4
2,958,1.9
2,969,0.4
2,999,2.4
2,1002,0.5
2,1013,2.7
2,1019,1.1
2,1035,2.5
2,1055,3.4
2,1056,0.7
2,1069,3.5
2,1074,2.1
2,1112,3.8
2,1114,0.8
2,1165,3.1
2,1234,4.1
2,1273,2.5
2,1284,1.4
2,1301,2.9
2,1354,4
2,1382,3.7
2,1385,0.6
2,1422,3.4
2,1560,3.5
2,1606,3.1
2,1617,0
2,1623,3.8
2,1661,4.3
2,1670,4.3
2,1675,3.5
2,1684,4.5
2,1687,4.7
2,1732,3.6
2,1833,2.4
2,1843,0.9
2,1859,4.2
2,1895,2.5
2,1924,1.6
2,1992,0.8
2,1996,0.8
2,1998,4.7
2,2005,2.8
2,2007,0.6
2,2012,1.9
2,2016,1.4
2,2049,3.6
2,2056,1.7
2,2116,0.7
2,2152,3.4
2,2229,4.1
2,2336,0.6
2,2345,1.3
2,2387,4.8
2,2407,2.1
2,2462,1.2
2,2476,1.6
2,2479,0.6
2,2536,4
2,2538,4.5
2,2548,0.7
2,2554,1
2,2555,3.2
2,2566,0.4
2,2622,3.1
2,2628,3.8
2,2648,3.2
2,2652,1.6
2,2655,2.6
2,2678,2
2,2690,1.9
2,2692,4.5
2,2701,3.9
2,2760,0.3
2,2771,2.5
2,2778,0.2
2,2787,2.7
2,2817,1.1
2,2827,2.3
2,2836,2.4
2,2868,4.5
2,2888,3.2
2,2902,2.3
2,2951,2
2,2963,4.5
2,2971,1.3
2,2994,2
2,3030,1.8
2,3032,3.4
2,3047,4.6
2,3066,0.2
2,3075,3.5
2,3089,1.3
2,3127,0.9
2,3136,4.8
2,3201,0.5
2,3211,4.1
2,3237,4.5
2,3243,4.8
2,3251,1.8
2,3268,2.2
2,3277,1.1
2,3280,0.6
2,3312,4.2
2,3328,1.3
2,3329,1.9
2,3351,0.9
2,3388,4.3
2,3409,4.3
2,3438,2.9
2,3446,4.3
2,3489,4.5
2,3494,1.5
2,3518,3.6
2,3595,0.4
2,3632,2.2
2,3649,2.4
2,3669,0.3
2,3672,4.1
2,3688,2.7
2,3691,4.2
2,3708,3.7
2,3729,0.4
2,3738,3.3
2,3752,3.6
2,3759,3.8
2,3829,3.8
2,3857,1.3
2,3865,0.4
2,3905,0.3
2,3919,4.9
2,3963,3.8
2,3994,2.7
2,4025,2.9
2,4035,4.9
2,4061,3
2,4071,2
2,4126,4.2
2,4163,0.4
2,4212,1.7
2,4218,1.2
2,4224,2.8
2,4242,1.8
2,4251,1.2
2,4314,1.8
2,4334,2.9
2,4354,3
2,4381,0.7
2,4417,2.6
2,4472,4.8
2,4487,4.8
2,4511,4
2,4524,3.8
2,4529,4.3
2,4565,3.2
2,4583,4.8
2,4612,0.7
2,4614,4.4
2,4634,0
2,4666,4.1
2,4707,4
2,4727,2.2
2,4730,0.1
2,4761,0.9
2,4772,2.3
2,4805,1
2,4844,1.7
2,4871,4.8
2,4895,1.4
2,4898,0.7
2,4918,0.5
2,4921,0.9
2,4934,3.7
2,4970,4.9
2,4989,1.3
2,4990,2.8
2,5000,2.2
2,5022,0.1
2,5055,0.9
2,5066,1.5
2,5126,0
2,5158,4
2,5188,0.8
2,5231,0.6
2,5261,2.2
2,5273,4.4
2,5288,0
2,5293,3.6
2,5300,4.8
2,5355,0.8
2,5370,1.2
2,5390,4.3
2,5410,2.1
2,5417,4.8
2,5430,3.6
2,5431,1.9
2,5461,1.2
2,5474,4.9
2,5515,4
2,5535,1.6
2,5556,0.8
2,5574,4.3
2,5590,1.4
2,5603,0.1
2,5608,0.1
2,5611,4.3
2,5633,0.3
2,5642,2.7
2,5654,2.9
2,5681,0.2
2,5691,3
2,5706,0.9
2,5724,2.8
2,5768,1.2
2,5781,4.1
2,5787,3.1
2,5793,4
2,5796,1.5
2,5839,0.3
2,5863,0.1
2,5865,0.5
2,5901,2.9
2,5917,2.2
2,5933,2.2
2,5944,2.6
2,5977,2.4
2,6000,1.2
2,6041,3.5
2,6067,5
2,6069,1.2
2,6102,3.2
2,6104,3.8
2,6106,4.9
2,6119,2.2
2,6125,3.2
2,6127,1
2,6129,1
2,6139,2.7
2,6162,1.4
2,6212,3
2,6242,0.2
2,6302,0.8
2,6320,2.4
2,6333,2.3
2,6350,4.7
2,6359,2.4
2,6370,2.3
2,6383,3.9
2,6441,2.2
2,6478,0.2
2,6480,3.9
2,6514,1.1
2,6524,4.4
2,6550,2.3
2,6579,4.9
2,6580,1.2
2,6616,3.3
2,6629,4.1
2,6646,1.7
2,6653,4.6
2,6656,4.2
2,6664,3
2,6678,0.6
2,6682,2
2,6684,2.2
2,6699,4
2,6714,4.4
2,6719,1.3
2,6750,1.7
2,6786,4.8
2,6787,3.1
2,6816,1.6
2,6852,4.9
2,6895,0.5
2,6905,2.9
2,6927,3.4
2,6934,2.8
2,6978,3.5
2,7042,3
2,7053,4.7
2,7057,4.5
2,7075,3.1
2,7080,4
2,7149,2.6
2,7167,2.6
2,7177,2.1
2,7198,4.2
2,7217,0.2
2,7247,4.8
2,7276,4.8
2,7289,0.3
2,7345,1.5
2,7386,3.7
2,7414,1.8
2,7429,1
2,7436,1.4
2,7437,1
2,7485,3.2
2,7509,4
2,7512,3.8
2,7525,1.1
2,7528,1.6
2,7550,4.4
2,7597,3.9
2,7623,1.3
2,7624,3.8
2,7672,2
2,7694,3.5
2,7706,4.4
2,7712,3.4
2,7757,1.6
2,7782,3.7
2,7795,2.5
2,7800,3.5
2,7853,3.7
2,7863,1.2
2,7930,2.6
2,7976,3.1
2,7981,4.8
2,8025,3.7
2,8040,4.9
2,8064,3.8
2,8111,3.6
2,8115,0.2
2,8125,0.5
2,8174,4.3
2,8184,2.1
2,8187,0.2
2,8220,2.7
2,8228,1.4
2,8229,0.8
2,8235,3.3
2,8246,4.3
2,8254,0.1
2,8266,3.4
2,8319,0.8
2,8329,5
2,8355,2.3
2,8359,3.5
2,8360,4.3
2,8388,4.3
2,8404,3.8
2,8405,4.5
2,8418,1.6
2,8445,1.4
2,8450,1.2
2,8465,1.2
2,8470,4.8
2,8542,0.8
2,8556,2.6
2,8565,1
2,8610,4.9
2,8621,1.3
2,8625,0
2,8627,2
2,8670,1.6
2,8710,1.9
2,8736,4.7
2,8769,0.6
2,8804,1.1
2,8826,4.5
2,8848,1.2
2,8853,2.2
2,8896,4
2,8909,1.1
2,8938,3.2
2,8951,4.8
2,8972,4.8
2,9046,1.6
2,9049,1.1
2,9118,3.9
2,9124,4.5
2,9178,3.7
2,9179,3.1
2,9200,1.5
2,9206,1
2,9209,4.5
2,9218,4.5
2,9278,1.7
2,9279,3.6
2,9282,0.4
2,9298,4.5
2,9317,2.2
2,9323,2.9
2,9354,4.2
2,9402,0.7
2,9462,4.4
2,9469,2.9
2,9475,3.2
2,9506,4.2
2,9512,3.4
2,9515,2.1
2,9521,4.4
2,9523,3.3
2,9532,2.2
2,9542,0.8
2,9548,1.8
2,9560,4.4
2,9609,4.9
2,9621,3.3
2,9672,0.4
2,9680,4.2
2,9702,3.5
2,9732,4.9
2,9734,1.3
2,9736,1.8
2,9745,3.9
2,9775,2.7
2,9784,3.7
2,9829,0.2
2,9831,3.1
2,9832,1.8
2,9864,3.3
2,9865,3.2
2,9932,4.5
2,9969,0.3
2,9976,0.4
2,9979,1.5
2,9990,1.7
2,10004,4.5
2,10016,3
2,10018,0.3
2,10035,1.9
2,10074,2.2
2,10081,2.7
2,10163,2.4
2,10193,1.9
2,10214,4.7
2,10217,4
2,10250,4.3
2,10282,4.2
2,10284,3.4
2,10294,1.7
2,10348,1.2
2,10355,0.8
2,10361,4.9
2,10377,0.1
2,10384,2.8
2,10385,1.7
2,10424,4.3
2,10425,3.9
2,10435,4.4
2,10449,2.2
2,10457,0.5
2,10469,3.9
2,10494,4.4
2,10504,4.2
2,10510,1.2
2,10528,2.1
2,10536,1.4
2,10558,1.8
2,10595,4.7
2,10628,4.1
2,10654,4.4
2,10678,2.9
2,10681,0.8
2,10687,1
2,10705,2.1
2,10712,1.2
2,10725,4.9
2,10824,4.9
2,10837,0.9
3,5,3.4
3,6,2.7
3,31,2.3
3,53,2.5
3,103,4.1
3,121,1.6
3,128,0.5
3,149,2.3
3,150,1.6
3,153,2.8
3,187,3.3
3,188,2.3
3,194,0.4
3,217,0.1
3,236,2.2
3,245,1.5
3,257,1.8
