ID,name,product_type,price,rating
1294,Capture XP Ultimate Wrinkle Correction Night CrÃ¨me,Cream,142.7,0
1297,Crayon Eyeliner Waterproof,Pencil,135.6,0
1317,Dior Prestige Satin Revitalizing CrÃ¨me,Cream,27.4,0
1323,Dioressence,Fragrance,69.9,0
1324,Diorific,Lipstick,136.3,0
1325,Diorific Lipstick,Lipstick,138.6,0
1328,Diorling,Fragrance,74.8,0
1354,Diorsnow Perfecting White Reveal Moisturizing Lotion Fresh 1,Lotion,129,0
1379,Higher,Fragrance,12.5,0
1380,Higher Energy,Fragrance,75.9,0
1381,Hydra Life Comfort CrÃ¨me,Cream,66.3,0
1391,Hydra Life Youth Essential Hydrating Essence in Base SPF 30,Cream,149.7,0
1437,DiorSkin Nude Tan Paraduse Duo,Cheek Palette,22,0
1448,Advanced Time Zone Age Reversing Line/Wrinkle Hydrating Gel Oil Free,Gel,145,0
1452,Automatic Eye Pencil Duo,Pencil,106,0
1492,Wood Mystique,Fragrance,146.3,0
1494,Estee Lauder Signature Hydra Lustre Lipstick,Lipstick,149.7,0
1503,Gentle Eye Makeup Remover,Makeup Remover,137.4,0
1504,Hydrationist Maximum Moisture CrÃ¨me,Cream,57.4,0
1508,Idealist Pore Minimizing Skin Refresher,Hydrating,48.9,0
1519,Nutritious Vita-Mineral Infusing Eye Gel,Eye Cream,81.7,0
1561,Take It Away LongWear Makeup Remover Towelettes,Wipe,62.6,0
1562,Take It Away Total Makeup Remover,Makeup Remover,23.1,0
1578,Armani Code Women Summer,Fragrance,39,0
1579,Armani Eau Pour Homme,Fragrance,131.3,0
1602,Eyes to Kill Intense Waterproof Eyeshadow,Powder,38.6,0
1608,Fluid Master Primer,Face,119.9,0
1622,Maestro Liquid Eye Liner,Liquid,73.3,0
1650,Face & Eye Palette,Makeup Palette,74.7,0
1668,Aqua Allegoria â?��?Lys Soleia,Fragrance,125.7,0
1681,Exclusive Colgne du 68,Fragrance,133.6,0
1697,Insolence,Fragrance,10.2,0
1728,L'Heure Bleue,Fragrance,79.9,0
1763,Secret de Purete Foaming Cream,Cream,115.7,0
1773,Sous Le Vent,Fragrance,113.3,0
1807,Lâ?�™Ecrin 6 Couleurs Eyeshadow Palette,Eye Palette,98.5,0
1810,Blending,Eye,130.3,0
1818,Eye Brow Cake,Powder,91.4,0
1819,Eye Liner Cake,Powder,12.5,0
1820,Eye Shadow,Eye,134,0
1824,Freak,Fragrance,77,0
1825,Gleam Highlighting Cream,Cream,73.1,0
1849,No 23,False Eyelashes,102.7,0
1850,No 7,False Eyelashes,134.6,0
1857,Satin Primer,Face,15.8,0
1974,L'Extreme Waterproof,Lengthening,41.2,0
2007,Renergie Lift Volumetry for Normal/Combination Skin,Cream,89.9,0
2025,Tresor Midnight Rose 'I Rose You' ,Fragrance,148.7,0
2103,Elnett Satin Hairspray Extra Strong Hold (Travel Size),Hair Spray,18,0
2125,Eversleek Sulfate-Free Smoothing Systemâ?��?Precious Oil Treatment,Treatment,106.7,0
2141,EverStyle Alcohol-Free Strong Hold Styling Spray,Hair Spray,133.6,0
2143,EverStyle Alcohol-Free Volume Root Lifting Spray,Hair Spray,96.4,0
2145,EverStyle Texture Series Energizing Dry Shampoo,Shampoo,26.8,0
2150,Feria Multi-Faceted Highlights,Dye,146,0
2152,Future Moisturizer SPF 15 Normal to Dry Skin,Lotion,121.9,0
2157,Healthy Look,Dye,127.3,0
2192,L'OrÃ©al Kids Extra Gentle 2-in-1 Marty Blueberry Shampoo,Shampoo,26.3,0
2195,Magic Smooth Souffle Blush,Cream,146.1,0
2196,Men's Expert Comfort Max SPF 15 Anti-Irritation After Shave Balm,Balm,120,0
2201,RevitaLift Anti-Wrinkle + Firming Day Cream SPF 18,Cream,94.9,0
2202,RevitaLift Anti-Wrinkle + Firming Eye Cream,Eye Cream,110.2,0
2207,RevitaLift Deep-Set Wrinkle Repair SPF Day Lotion SPF 18,Lotion,108.6,0
2209,RevitaLift Double Lifting,Cream,125.6,0
2212,RevitaLift Radiant Smoothing Wet Cleansing Towelettes,Wipe,20.6,0
2214,RevitaLift Triple Power Eye Treatment,Eye Cream,143.1,0
2219,Studio Line Extreme Hold Above it All Invisi Gel,Gel,72.9,0
2221,Studio Line Extreme Hold Strong Suit Mega Spritz,Hair Spray,45.6,0
2223,Studio Line Mega Hairspray,Hair Spray,54.4,0
2226,Studio Line Pumping Volume Spritz,Hair Spray,78.6,0
2228,Studio Line Springing Curls Mousse,Mousse,122.8,0
2231,Studio Line Texture and Control Overworked Hair Putty,Gel,40.5,0
2233,Studio Secrets Professional Color Correcting Primers Anti-Dull Skin Primer (Medium/Deep Skin),Face,36,0
2293,Voluminous False Fiber Lashes Mascara,Volumizing,56.6,0
2379,26 Lash,False Eyelashes,63.5,0
2380,263 Small Angle Brush,Eye,92.7,0
2381,269 Medium Angle Brush,Eye,104.5,0
2386,31 Lash,False Eyelashes,130.1,0
2387,32 Lash,False Eyelashes,59.8,0
2391,36 Lash,False Eyelashes,107.2,0
2392,37 Lash,False Eyelashes,113.8,0
2395,3D Glass,Lipgloss,146.4,0
2396,4 Lash,False Eyelashes,118.7,0
2399,42 Lash,False Eyelashes,47.9,0
2420,Blush Ombre,Powder,47.7,0
2568,Slimshine,Lipstick,120.1,0
2628,Eye Studio Master Duo 2-in-1 Glossy Liquid Liner,Liquid,67.6,0
2738,Glitzy Eyez,Pencil,66.6,0
2752,Runway Eyes,Powder,101.6,0
2823,Yachiyo Kabuki #27,Face,61.8,0
2865,Brow,Eye,23.9,0
2870,Cheek,Face,18.7,0
2875,Contour,Eye,100.2,0
2921,Good Girl,False Eyelashes,29.1,0
2945,Miss Thirstee,False Eyelashes,32.4,0
3029,Blue Vintage,False Eyelashes,94,0
3297,ColorSensational Vivids Lip Color,Lipstick,124.3,0
3365,Iris Night Face Cream For All Skin Types,Cream,22.4,0
3378,Sexy Mama,Pressed Finishing,16.9,0
3475,Cheek Color,Powder,11.3,0
3503,Iridescent Loose Eyeshadow,Loose,12.8,0
3505,Stylo Eyeshadow,Pencil,135.8,0
3562,Studio Baked Eyeshadow,Powder,66.8,0
3576,Essential All Over Color Stick,Cream,20.1,0
3631,Essential Eyeshadow Applicators,Eye,15.6,0
3646,Essential Blending Eye Brush,Eye,101.7,0
3684,Studio Translucent Matifying Powder,Pressed,100.1,0
3697,Studio Stipple Brush,Face,81.4,0
3759,Eyeshadow,Powder,144.8,0
3848,Plush Shadow,Powder,67.5,0
3850,The Bronze Bronzer Brush,Face,77.8,0
3853,Sheen Supreme Lipglass Tint,Lipgloss,73.6,0
3856,10-Pan Eyeshadow Palette,Eye Palette,43.5,0
3903,Antonio Lopez Mirror,Mirror,125.3,0
4125,Absolutely Flawless,Concealer,29.9,0
4148,AIR Pod,Liquid,133.3,0
4149,Ageless Minerale,Mineral,51.6,0
4150,Airlight SPF 15,Pressed Powder,133.7,0
4151,Airbrush,Concealer,42.4,0
4152,"Airbrush Concealer Illuminates, Perfects",Concealer,115.3,0
4153,All About Eyes,Concealer,17.7,0
4154,All Day Mat,Liquid,149.5,0
4231,Cellular Treatment Finish,Pressed Powder,125.2,0
4236,City Base Compact SPF 15,Cream,126.1,0
4243,Classic Flawless SPF 8,Liquid,74.6,0
4496,Flawless Perfecting,Concealer,32.9,0
4587,Illuminating Finish Compact SPF 12,Pressed Powder,111.5,0
4597,Instant Age Rewind Eraser Liquid Foundation,Liquid,149,0
4699,Matt Touch SPF 20,Pressed Powder,12.8,0
4951,Resilience Lift Extreme Ultra Firming CrÃ¨me Compact SPF 15,Cream,71.7,0
5021,Smart Shade,Concealer,138.9,0
5303,Chinese Licorice Anti-Aging Color Correction CC Cream,BB Cream,89.8,0
5442,Mineral Radiance Moisture Tint,Tinted Moisturizer,47.5,0
5472,Mascara Volume Effet Faux Cils Shocking â?��?Voluminous Mascara for a False Lash Effect,Volumizing,98.8,0
5476,Creme De Blush â?��?Soft Blush,Cream,97,0
5477,Golden Gloss â?��?Shimmering Lip Gloss,Lipgloss,29.3,0
5478,Mascara Volume Effet Faux Cils Waterproof Luxurious Mascara,Dramatic,71.3,0
5479,La Nuit De L'Homme,Fragrance,93.9,0
5480,La Nuit De Lâ?�™Homme,Fragrance,110.8,0
5481,Liquid Eyeliner MoirÃ©,Liquid,141.7,0
5488,Soin Pinceau Eclat Instantane - Top Secrets Flash Radiance Skincare Brush,Face,104.7,0
5489,Blush Radiance - Radiant Blush,Powder,133.8,0
5490,Blush Radiance â?��?Radiant Blush,Powder,111.1,0
5491,Top Secrets Flash Touch Wake-Up Eyecare,Pen,21.3,0
5492,Soin Pinceau Eclat Instantane - Top Secrets Pore Refining Skincare Brush,Face,138.8,0
5493,L'Homme Deodorant,Deodorant,120,0
5494,Foundation Brush,Face,113.8,0
5495,L'Homme Cologne Gingembre,Fragrance,95.9,0
5496,Instant Eye Make-up Remover,Makeup Remover,35.5,0
5497,Dessin Des Levres - Lip Liner,Pencil,73.5,0
5498,Dessin Des Levres â?��?Lip Liner,Pencil,68.5,0
5499,Toning & Cleansing Micellar Water,Makeup Remover,133,0
5500,Touche Eclat Rain Strass Edition,Pen,141.6,0
5501,Eyeliner Effet Faux Cils Shocking - Bold Felt-Tip Eyeliner Pen,Felt-Tip,66.9,0
5667,Blush Brush,Face,143.7,0
5668,Soft-Pressed Powder Blusher,Powder,133.4,0
5680,High Lengths Mascara,Lengthening,115.3,0
5720,On the Edge CrÃ¨me Liner,Gel,146.8,0
5732,Juicy Lip Balm SPF 15,Lip Balm,20.8,0
5734,MegaImpact Mascara,Dramatic,70.9,0
5739,Mega Last Nail Color,Nail Color,86.6,0
5747,Mega Slicks Lip Gloss,Lipgloss,99.3,0
5754,Ultimate Minerals Bronzer,Loose,115.4,0
5765,Cheek Stain,Cream,142.9,0
5766,SmolderEYES Amazonian Clay Waterproof Liner,Pencil,61,0
5768,LipSurgence Lip Tint,Lipstick,71.6,0
5769,Amazonian Clay Shadow Stick,Pencil,51,0
5775,"Lights, Camera, Splashes! Waterproof Mascara",Dramatic,109.8,0
5776,Amazonian Clay Waterproof Cream Eyeshadow,Cream,35.1,0
5781,Amazonian Clay Waterproof Brow Mousse,Cream,72.4,0
5798,Clean Slate Flawless 12-Hr Brightening Primer,Face,35.3,0
5809,Gem Gloss,Lipgloss,88.2,0
5843,Black for Light Mask Light Enhancing Black Mask,Mask,131.4,0
5848,Le Rose RÃ©vÃ©lateur Magic Lip Gloss,Lipgloss,27.5,0
5866,Phenomenâ?�™Eyes Effet Extension,Dramatic,46.8,0
6004,Brush 06,Eye,114.1,0
6007,Ever-Matte Poreless Priming Perfector,Face,139.3,0
6034,Out The Door,Top Coat,116.8,0
6084,Lip Gloss,Lipgloss,70.1,0
6089,Hot Pot,Powder,115.2,0
6159,Beat the Blues,Cream,130.9,0
6217,Lacquer Shine Nail Color,Nail Color,78.9,0
6270,Brilliant Color Eyeshadow,Powder,61.8,0
6477,6-Pan Naked Eyeshadow Palette,Eye Palette,78.2,0
6478,Audacious Lipstick,Lipstick,32.8,0
6479,Yachiyo Kabuki Brush,Face,46.8,0
6480,Mizubake Kabuki Brush,Face,111.6,0
6481,Mie Kabuki Brush,Face,111,0
6482,Kudoki Kabuki Brush,Eye,63.4,0
6483,Contouring Cheek Color Duo,Cheek Palette,145,0
6484,Eyeshadow Palette,Eye Palette,88.8,0
6485,Eyes are the Windows Eyeshadow,Powder,117.6,0
6515,Eyeshadow Quad,Eye Palette,32.8,0
6593,Shimmering Skin Perfector Pressed,Powder,88.7,0
6614,Bronzing Powder (Prabal Gurung),Powder,132.1,0
6670,Radiant Cream Compact,Cream,25.6,0
6671,Sheer Matte,Liquid,111.9,0
6672,SPF 12 Pressed Powder,Pressed Powder,50.2,0
6673,Meteorites Perles de Blush,Powder,49.2,0
6674,Lip Lab Limited Release CrÃ¨me Deluxe Lipstick,Lipstick,25,0
6675,Beauty Eyelighter,Concealer,46.9,0
6695,Happy Light,Liquid,141.1,0
6773,Terracotta Joli Teint Foundation,Liquid,115.4,0
6817,Off Duty,Tinted Moisturizer,60.6,0
6902,#Instamarc Light Filtering Highlight Powder,Powder,92.4,0
6984,Artistique Smoky Eye Brush Petite,Eye,54.7,0
6985,Classique Shadow Brush Grande,Eye,25.6,0
6987,Classique Shadow Brush Petite,Eye,56,0
7123,Baked Gelato Swirl Blush,Powder,122.4,0
7306,Eyeshadow,Powder,24.4,0
7332,Bold Gel Lipstick,Lipstick,133.3,0
7476,Ultra HD Concealer,Cream,25.2,0
7495,Colour Adapt Foundation,Liquid,98.3,0
7502,Second Skin Foundation,Liquid,140.4,0
7565,Nude Cushion Dewy SPF50+ PA+++,Cream,100.2,0
7626,Drench Lip Splash Lipstick,Lipstick,67.5,0
7690,Double Duty Beauty Empowered Hybrid Gel Foundation,Cream,135.4,0
7730,Atmosphere Soft Focus Foundation,Liquid,50.5,0
7963,Butterfly Ball Lipstick,Lipstick,150,0
8024,Liquid Eyeliner,Felt-Tip,36.4,0
8029,Soft Blend Khol Eyeliner,Pencil,145.6,0
8069,Brow Studio,Eye Palette,58.6,0
8445,Total Age Defy Cream SPF 15 Sunscreen,Cream,118.7,0
8691,Buffing Brush,Face,143.9,0
8692,Blush Brush,Face,15.4,0
8893,Matte Radiance Baked Powder Compact (Bronzer),Powder,101.6,0
9050,Multi-Stick,Cream,10.1,0
9062,Quartz Eyeliner,Felt-Tip,20.8,0
9063,Satin Eyeliner,Felt-Tip,64,0
9085,Aqua Primer,Face,62.1,0
9276,Tapered Shadow Brush #7,Eye,33.7,0
9364,Poreless Face Primer,Face,37.5,0
9422,Illuminating Eye Cream,Eyes,82.3,0
9481,Powder 106 (Rose Golden Vol. 2 Edition),Face,48.8,0
9492,Luxe Face Focus 114,Face,115.4,0
9528,Smudger 226,Eye,44.4,0
9647,Full-On Lip Cream,Lipgloss,139.9,0
9853,Rose Gold Brush Set,Makeup Palette,60.7,0
10102,Complete Color Mineral Eye Shadow,Powder,145.1,0
10188,MegaGlo Contouring Palette,Makeup Palette,54.2,0
10374,Hi-Lustre Pure Color Envy Lipstick,Lipstick,43,0
10510,Amuse Bouche Lipstick Duo,Lip Palette,51,0
10544,Soleil Lip Foil,Lipstick,113.4,0
10585,Lipstick Pencil,Pencil,106,0
10696,Peach-Infused Highlighting Palette,Cheek Palette,25.6,0
10714,24 Hour Photo Finish Eyeshadow Primer,Eye,118.5,0
10750,Lasting Finish Primer,Face,12.5,0
10831,Brush #23,Face,48.9,0
10834,A26 Crease Blending Brush,Eye,23,0
10867,Vice Liquid Lipstick,Liquid,134.4,0
2438,Cream Bronzer,Powder,82.6,0.1
4459,Ever Matte SPF 15,Liquid,60.5,0.1
6505,Eyeshadow Quad,Eye Palette,114.5,0.1
7833,Ligne Blackstar,Liquid,70.9,0.1
10660,Radiance Luminizer,Powder,48.4,0.1
49,Eye Smudge,Eye,51.7,0.2
485,Glitters,Loose,55.6,0.2
3974,#170 Fine Corrector Brush,Face,116.7,0.2
6203,Lasting Finish Nail Polish,Nail Color,137.2,0.2
7361,Voluminous Superstar Waterproof Mascara,Volumizing,85.1,0.2
7408,Blush 4 Eclat,Powder,48.1,0.2
8379,Fine Line: Waterproof 24 HR Fine Liner,Felt-Tip,87.6,0.2
9723,Precision Detailer Brush #132,Face,34.7,0.2
1256,Ultra Correction Line Repair Anti-Wrinkle Eye Cream,Eye Cream,132.6,0.3
1955,La Vie Est Belle,Fragrance,81.1,0.3
2318,HiP Eyeshadow,Powder,111.5,0.3
2977,Salon Formula Nail Polish,Nail Color,114.4,0.3
4116,A Perfect World SPF 15,BB Cream,24.1,0.3
4854,Perfection,Concealer,86.1,0.3
5514,Eye Basics,Eye,57.5,0.3
6047,8 Hour Cream Intense Lip Repair Balm,Lip Balm,45.9,0.3
6669,All Day Luminous Weightless,Liquid,76.5,0.3
6711,Cream Concealer,Concealer,137.1,0.3
7096,Contour Powder,Powder,146.6,0.3
8683,Brow Comb/brush,Eye,17.1,0.3
8754,Curved Foundation Brush,Face,17.1,0.3
9039,Spray Nail,Nail Color,17.5,0.3
10208,Gen Nude Under Over Lip Liner,Pencil,116.8,0.3
315,Rainbow Eyeshadow,Eye Palette,56.9,0.4
1944,Hypnose Drama Waterproof,Volumizing,67.2,0.4
2739,Glitzy Glamour Gloss,Lipgloss,78,0.4
3461,Shade & Illuminate Brush,Face,28,0.4
3718,Essential Shine Eraser,Wipe,26.4,0.4
5173,Touche Eclat SPF 19,Liquid,96.6,0.4
5559,Flawless Skin Repair Day CrÃ¨me SPF 15,Cream,16.9,0.4
6214,Natural Powder Blush,Powder,141.4,0.4
6340,Celestials Nail Lacquer,Nail Color,74.1,0.4
6560,Hardwired Lipstick,Lipstick,86,0.4
8826,Baked Radiance Cream Concealer,Cream,141.7,0.4
10239,205 Angled Liner Brush,Eye,30,0.4
10320,Undetectable Pressed Powder,Pressed Finishing,135.6,0.4
10424,Eye Ink,Cream,13.5,0.4
124,11S/S Brush,Eye,102.8,0.5
545,High Shine Eyecolor,Loose,108,0.5
1784,Super Aqua-Hands Anti-Ageing Hand Cream SPF 15,Cream,56.3,0.5
3509,Khol Me Kajal Eyeliner,Pencil,133.3,0.5
3713,Essential Fan Brush,Face,62.5,0.5
4341,Concealer,Concealer,118.1,0.5
5057,Spectacular,Liquid,103.5,0.5
5457,Liquid Foundation,Liquid,66.8,0.5
5749,Color Icon Liner Color Icon Brow & Eye Liner,Pencil,66.5,0.5
5752,Glassy Gloss Lip Gel,Lipgloss,110.6,0.5
8086,Nude Interlude Color Balm Lipstick,Lipstick,139.6,0.5
8267,Baked Cheek Dreams Blush,Powder,80.3,0.5
8272,Ombre Baked Blush Gradient,Powder,140.9,0.5
9385,Highlighting Dewy Drops,Liquid,44.5,0.5
9730,Large Concealer Brush #6,Face,54.4,0.5
10107,Eyeshadow,Powder,108.2,0.5
258,Lipstick Matte,Lipstick,21.7,0.6
705,Base Shadow,Powder,20.6,0.6
720,Millionails Treatment,Treatment,108.5,0.6
2216,Root Rescue,Dye,89.3,0.6
2450,Dual Edge Eye Pencil,Pencil,105.9,0.6
2614,Define-A-Line Eye Liner,Pencil,16.4,0.6
2950,Nail Growth Regenerator,Treatment,132.2,0.6
5080,Stay All Day (Discontinued),Liquid,24.9,0.6
5185,True Finish,Liquid,114.7,0.6
6329,Baby Doll Kiss and Blush,Liquid,59,0.6
6739,The Foundation Perfect Finish Liquid Foundation,Liquid,79.2,0.6
6877,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30,BB Cream,121.5,0.6
6911,Contour Palette,Face Palette,115.5,0.6
6956,Chiseled to Perfection Palette,Face Palette,62.1,0.6
7527,Total Age Repair Revitalizing Royal Two Way Cake,Cream,129.3,0.6
7810,Even True Pore Refining Toner,Toner,116.8,0.6
7894,Brow Powder,Powder,72.5,0.6
8337,Outrageous Volume Dramatic Volume Mascara,Volumizing,135.6,0.6
10032,Ultimate Eyeshadow,Powder,61.2,0.6
10434,Stone Cold Babe Eyeshadow Palette,Eye Palette,133.5,0.6
10507,Nutcracker Sweet Lipstick Kit,Lip Palette,83.6,0.6
371,Fine Corrector 170 Brush,Face,42.4,0.7
448,#137 False Eyelashes,False Eyelashes,75.2,0.7
493,Glossy Full Couleur,Lipgloss,115,0.7
1099,Continuous Renewal Complex Large,Cream,132.3,0.7
1464,Lauder Intuition for Men,Fragrance,12.1,0.7
1952,La Base Pro,Face,101,0.7
1992,Oscillation Powerbooster,Eyelash,32.2,0.7
2039,Advanced Haircare Power Moisture Moisture Rush Mask,Mask,51.8,0.7
2332,150 Large Powder Brush,Face,44.4,0.7
2527,Opulash,Dramatic,119.9,0.7
2732,Easyliner Lip Liner,Pencil,149.9,0.7
3477,Cleansing Oil,Facial Cleanser,98,0.7
3921,J116 Highlighter Brush Round & Flat,Face,106.2,0.7
4385,Creamy Concealer,Concealer,79.9,0.7
4943,Real Deal Stick,Cream,73.4,0.7
5008,Skin Caviar SPF 15,Cream,104.5,0.7
6381,Natural Bronzer,Powder,139.9,0.7
6923,Ideal Moisture Even Skin Tone Day/Night Cream,Cream,77.4,0.7
7147,DiorSkin Nude Illuminating Face Powder,Powder,20.3,0.7
7790,Precision Lip Definer,Pencil,16,0.7
7795,Color Splurge Patent Lips,Liquid,52.2,0.7
8099,All Over Shimmer Liquid Luminizer,Liquid,81,0.7
8813,Vibrancy Argan Oil Foundation Fluid,Liquid,88,0.7
9075,Long-Lasting Lip Pencil,Pencil,110.7,0.7
9188,Angled Contour Brush,Eye,39.2,0.7
9548,Luxe Smoky Shader 234,Eye,50.1,0.7
9590,Luxe Precise Shader 328,Eye,35,0.7
9624,L'Absolu Rouge Definition,Lipstick,88.8,0.7
9625,Lâ?�™Absolu Rouge Definition,Lipstick,71,0.7
9897,Lip Brush #7,Lip,146.9,0.7
10477,Magic Dust Powder,Powder,123.8,0.7
10781,Pure Argan Milk Intensive Hydrating Treatment,Oil,131.6,0.7
52,Face Blender,Face,36.7,0.8
219,54F False Eyelashes by Inglot,False Eyelashes,21.8,0.8
277,Fast Drying Top Coat,Top Coat,50.1,0.8
293,Nail File Blue,Nail File,92.7,0.8
504,Smoky Lash,Volumizing,105.4,0.8
624,Tapered Shadow,Eye,102.9,0.8
673,Posiepal,Lipgloss,14.9,0.8
815,Blue Nail Tip Clipper,Tools,38.7,0.8
834,NUVGB UV Ultimate Gel Brush,Nail,51.4,0.8
899,Cuti-Cocktail Pen & Pusher,Treatment,128.7,0.8
962,Baby Touch,Fragrance,115.2,0.8
1451,Automatic Brow Pencil Duo,Pencil,23.2,0.8
1567,Pure Color Eyesahdow Duo,Eye Palette,47.4,0.8
1587,Crema Nera Cleansing Milk,Liquid,22.9,0.8
2060,Age Perfect Hydra-Nutrition Golden Balm Eye,Eye Cream,73.3,0.8
2264,Touch-On Highlights,Dye,104.6,0.8
2477,High-Light Powder,Powder,68.8,0.8
2665,Superstay 14HR Lipstick,Lipstick,51.5,0.8
2894,Eyebrow Push-Up Bra,Pencil,149.8,0.8
3122,Moon Drops Lipstick,Lipstick,52.6,0.8
3411,Skin Illuminator,Liquid,26.8,0.8
3873,20T Synthetic Face Brush,Face,57.5,0.8
3975,#172 Medium Precision Corrector Brush,Face,60.8,0.8
4117,Absolue Bx Makeup Replenishing SPF 18,Liquid,18.7,0.8
4262,ColorStay,Pressed Powder,115.3,0.8
4467,Fabulous Face Compact,Pressed Powder,97.6,0.8
4626,Lifting and Firming SPF 15,Liquid,135.8,0.8
5203,Ultimate Moisture Fresh Skin,Liquid,71,0.8
5308,Perfection Mist Airbrush Foundation,Liquid,136,0.8
5808,Eyelicity Glitter Liner,Glitter,39.3,0.8
5889,Clean It Tender Creamy Cleansing Foam,Foaming,74.6,0.8
6173,Liquid Lip Shine,Lipgloss,85.9,0.8
6396,Terracotta Bronzing Brush (2014),Face,106.6,0.8
6696,Fresh Glow BB Cream SPF 20,BB Cream,130.4,0.8
6906,Meteorites Powder,Pressed Finishing,77.1,0.8
7131,L'Ecrin 4 Couleurs Eyeshadow Palette,Eye Palette,106,0.8
7253,Illuminating Matte Powder,Pressed Setting,111.9,0.8
7728,Matte Fluid Foundation SPF 15,Liquid,64.3,0.8
7976,Cupidâ?�™s Bow,Pencil,82.4,0.8
8133,The One Perfecting Brush,Face,22.2,0.8
8731,Flat Liner Brush,Eye,134.4,0.8
8814,TruBlend Liquid Makeup,Liquid,123.5,0.8
8816,Rice Powder,Loose Setting,103.5,0.8
8928,BH Liquid Eyeliner,Felt-Tip,119.7,0.8
9204,Jumbo Eyeshadow Stick,Cream,76.7,0.8
9281,Angle Brow Brush #12,Eye,80.3,0.8
9420,Retractable Kabuki Brush,Face,95,0.8
9872,Smudge Brush #6,Eye,28.5,0.8
10026,111 Piece Everyday Palette,Makeup Palette,70.6,0.8
10195,Argan Beautiful Eyes,Eye Palette,79.2,0.8
10418,Sculpted Cheeks Brush,Face,97.5,0.8
23,Bronzer,Face,108.5,0.9
83,Powder,Face,144.6,0.9
385,HD Microfinish Puff Brush,Face,86.9,0.9
783,Nail Lacquer Thinner,Nail Lacquer,44.3,0.9
805,Oval Detailer Round #6,Nail,78.3,0.9
857,Flash Dry Quick-Dry High Shine Drops,Fast Dry Coat,133.8,0.9
1019,Brow Bound Eyebrow Pencil,Pencil,136.7,0.9
1024,CrÃ¨me Fresh Tint,Cream,26.7,0.9
1105,Critical Care Skin Repair Complex,Cream,144.4,0.9
1271,Addict Lip Polish,Lipgloss,104.2,0.9
1585,Cleanser Skin Minerals Men,Foaming,86.8,0.9
2425,Bronzing Stick,Cream,73.1,0.9
2479,Hue: Greenify,Fragrance,21.5,0.9
3610,Essential Slant Tweezer,Tweezers,134.4,0.9
3633,Gem Eyeshadow Brush,Eye,27.4,0.9
3949,Color Icon Eyeshadow Trio,Eye Palette,57.7,0.9
4315,Frame Fix Lasting Pact,Pressed Powder,140.4,0.9
4403,DiorSkin Forever Wear-Extending Invisible Retouch,Pressed Powder,96.8,0.9
5304,Camera Ready BB Cream SPF 35,BB Cream,92.9,0.9
5589,CrÃ¨me BrÃ»lÃ©e Hand CrÃ¨me,Hands & Nails,34.1,0.9
5624,Instant Age Rewind Double Face Perfector,Liquid,53.7,0.9
6247,Enamel Luxe Gloss,Lipgloss,10.6,0.9
6404,Let Them Eat Cake Lipstick,,57.7,0.9
